ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
Chitimacha-morphosyntacticplural,Chitimacha,morphosyntacticplural,no,morphosyntacticplural-0,,Swadesh-1946b
Choctaw-sortalclassifier,Choctaw,sortalclassifier,no,sortalclassifier-0,,Nicklas-1979
Choctaw-morphosyntacticplural,Choctaw,morphosyntacticplural,no,morphosyntacticplural-0,,Nicklas-1979
ChontalHuamelultecOaxaca-sortalclassifier,ChontalHuamelultecOaxaca,sortalclassifier,no,sortalclassifier-0,,Waterhouse-1962
ChontalHuamelultecOaxaca-morphosyntacticplural,ChontalHuamelultecOaxaca,morphosyntacticplural,no,morphosyntacticplural-0,,Waterhouse-1962
Chukchi-sortalclassifier,Chukchi,sortalclassifier,no,sortalclassifier-0,,Dunn-1999
Chukchi-morphosyntacticplural,Chukchi,morphosyntacticplural,no,morphosyntacticplural-0,,Dunn-1999
ChumashBarbareo-sortalclassifier,ChumashBarbareo,sortalclassifier,no,sortalclassifier-0,,Beeler-1976
ChumashBarbareo-morphosyntacticplural,ChumashBarbareo,morphosyntacticplural,no,morphosyntacticplural-0,,Beeler-1976
ChumashIneseno-sortalclassifier,ChumashIneseno,sortalclassifier,no,sortalclassifier-0,,Applegate-1972
ChumashIneseno-morphosyntacticplural,ChumashIneseno,morphosyntacticplural,no,morphosyntacticplural-0,,Applegate-1972
Chuukese-sortalclassifier,Chuukese,sortalclassifier,yes,sortalclassifier-1,,Lynch-1998
Chuukese-morphosyntacticplural,Chuukese,morphosyntacticplural,yes,morphosyntacticplural-1,,Lynch-1998
Chuvash-sortalclassifier,Chuvash,sortalclassifier,no,sortalclassifier-0,,Krueger-1961
Chuvash-morphosyntacticplural,Chuvash,morphosyntacticplural,no,morphosyntacticplural-0,,Krueger-1961
CoosHanis-sortalclassifier,CoosHanis,sortalclassifier,no,sortalclassifier-0,,Frachtenberg-1922a
CoosHanis-morphosyntacticplural,CoosHanis,morphosyntacticplural,no,morphosyntacticplural-0,,Frachtenberg-1922a
CreePlains-sortalclassifier,CreePlains,sortalclassifier,no,sortalclassifier-0,,Wolfart-1973
CreePlains-morphosyntacticplural,CreePlains,morphosyntacticplural,no,morphosyntacticplural-0,,Wolfart-1973
Culina-sortalclassifier,Culina,sortalclassifier,no,sortalclassifier-0,,Dienst-2006
Culina-morphosyntacticplural,Culina,morphosyntacticplural,no,morphosyntacticplural-0,,Dienst-2006
Dagaare-sortalclassifier,Dagaare,sortalclassifier,no,sortalclassifier-0,,Bodomo-1997
Dagaare-morphosyntacticplural,Dagaare,morphosyntacticplural,no,morphosyntacticplural-0,,Bodomo-1997
Dargwa-sortalclassifier,Dargwa,sortalclassifier,no,sortalclassifier-0,,Isaev-2004
Dargwa-morphosyntacticplural,Dargwa,morphosyntacticplural,no,morphosyntacticplural-0,,Isaev-2004
Datooga-sortalclassifier,Datooga,sortalclassifier,no,sortalclassifier-0,,Datooga-2000
Datooga-morphosyntacticplural,Datooga,morphosyntacticplural,no,morphosyntacticplural-0,,Datooga-2000
Deni-sortalclassifier,Deni,sortalclassifier,no,sortalclassifier-0,,Deni-1991
Deni-morphosyntacticplural,Deni,morphosyntacticplural,no,morphosyntacticplural-0,,Deni-1991
Dizi-sortalclassifier,Dizi,sortalclassifier,no,sortalclassifier-0,,Allan-1976b
Dizi-morphosyntacticplural,Dizi,morphosyntacticplural,no,morphosyntacticplural-0,,Allan-1976b
Djingili-sortalclassifier,Djingili,sortalclassifier,no,sortalclassifier-0,,Chadwick-1975
Djingili-morphosyntacticplural,Djingili,morphosyntacticplural,no,morphosyntacticplural-0,,Chadwick-1975
Dobel-sortalclassifier,Dobel,sortalclassifier,yes,sortalclassifier-1,,Hughes-2000
Dobel-morphosyntacticplural,Dobel,morphosyntacticplural,yes,morphosyntacticplural-1,,Hughes-2000
Drehu-sortalclassifier,Drehu,sortalclassifier,no,sortalclassifier-0,,Moyse-Faurie-1983
Drehu-morphosyntacticplural,Drehu,morphosyntacticplural,no,morphosyntacticplural-0,,Moyse-Faurie-1983
Dumo-sortalclassifier,Dumo,sortalclassifier,no,sortalclassifier-0,,Ross-1980
Dumo-morphosyntacticplural,Dumo,morphosyntacticplural,no,morphosyntacticplural-0,,Ross-1980
Dyirbal-sortalclassifier,Dyirbal,sortalclassifier,no,sortalclassifier-0,,Dixon-1972
Dyirbal-morphosyntacticplural,Dyirbal,morphosyntacticplural,no,morphosyntacticplural-0,,Dixon-1972
English-sortalclassifier,English,sortalclassifier,no,sortalclassifier-0,,Quirk-et-al-1985
English-morphosyntacticplural,English,morphosyntacticplural,no,morphosyntacticplural-0,,Quirk-et-al-1985
EpenaPedee-sortalclassifier,EpenaPedee,sortalclassifier,no,sortalclassifier-0,,Harms-1994
EpenaPedee-morphosyntacticplural,EpenaPedee,morphosyntacticplural,no,morphosyntacticplural-0,,Harms-1994
Erromangan-sortalclassifier,Erromangan,sortalclassifier,no,sortalclassifier-0,,Crowley-1998a
Erromangan-morphosyntacticplural,Erromangan,morphosyntacticplural,no,morphosyntacticplural-0,,Crowley-1998a
Evenki-sortalclassifier,Evenki,sortalclassifier,no,sortalclassifier-0,,Nedjalkov-1997
Evenki-morphosyntacticplural,Evenki,morphosyntacticplural,no,morphosyntacticplural-0,,Nedjalkov-1997
Eyak-sortalclassifier,Eyak,sortalclassifier,yes,sortalclassifier-1,,Kinkade-2001
Eyak-morphosyntacticplural,Eyak,morphosyntacticplural,yes,morphosyntacticplural-1,,Kinkade-2001
Fijian-sortalclassifier,Fijian,sortalclassifier,no,sortalclassifier-0,,Schutz-1985
Fijian-morphosyntacticplural,Fijian,morphosyntacticplural,no,morphosyntacticplural-0,,Schutz-1985
Finnish-sortalclassifier,Finnish,sortalclassifier,no,sortalclassifier-0,,Sulkala-and-Karjalainen-1992
Finnish-morphosyntacticplural,Finnish,morphosyntacticplural,no,morphosyntacticplural-0,,Sulkala-and-Karjalainen-1992
French-sortalclassifier,French,sortalclassifier,no,sortalclassifier-0,,Harris-1988
French-morphosyntacticplural,French,morphosyntacticplural,no,morphosyntacticplural-0,,Harris-1988
FulaMauritanian-sortalclassifier,FulaMauritanian,sortalclassifier,no,sortalclassifier-0,,Arnott-1970
FulaMauritanian-morphosyntacticplural,FulaMauritanian,morphosyntacticplural,no,morphosyntacticplural-0,,Arnott-1970
Fur-sortalclassifier,Fur,sortalclassifier,no,sortalclassifier-0,,Beaton-1968
Fur-morphosyntacticplural,Fur,morphosyntacticplural,no,morphosyntacticplural-0,,Beaton-1968
FutunaAniwa-sortalclassifier,FutunaAniwa,sortalclassifier,no,sortalclassifier-0,,Dougherty-1983
FutunaAniwa-morphosyntacticplural,FutunaAniwa,morphosyntacticplural,no,morphosyntacticplural-0,,Dougherty-1983
Gaagudju-sortalclassifier,Gaagudju,sortalclassifier,no,sortalclassifier-0,,Harvey-1992
Gaagudju-morphosyntacticplural,Gaagudju,morphosyntacticplural,no,morphosyntacticplural-0,,Harvey-1992
Garo-sortalclassifier,Garo,sortalclassifier,yes,sortalclassifier-1,,Burling-1961
Garo-morphosyntacticplural,Garo,morphosyntacticplural,yes,morphosyntacticplural-1,,Burling-1961
Garrwa-sortalclassifier,Garrwa,sortalclassifier,no,sortalclassifier-0,,Mushin-2005
Garrwa-morphosyntacticplural,Garrwa,morphosyntacticplural,no,morphosyntacticplural-0,,Mushin-2005
Gaviao-sortalclassifier,Gaviao,sortalclassifier,no,sortalclassifier-0,,Moore-1984
Gaviao-morphosyntacticplural,Gaviao,morphosyntacticplural,no,morphosyntacticplural-0,,Moore-1984
GbeyaBossangoa-sortalclassifier,GbeyaBossangoa,sortalclassifier,no,sortalclassifier-0,,Samarin-1966
GbeyaBossangoa-morphosyntacticplural,GbeyaBossangoa,morphosyntacticplural,no,morphosyntacticplural-0,,Samarin-1966
Georgian-sortalclassifier,Georgian,sortalclassifier,no,sortalclassifier-0,,Aronson-1982
Georgian-morphosyntacticplural,Georgian,morphosyntacticplural,no,morphosyntacticplural-0,,Aronson-1982
